label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.4694749116897583,0.6184654235839844,-1.185157643135426e-07,0.5419851541519165,0.5845814943313599,-0.025899462401866913,0.5968260169029236,0.491795152425766,-0.03236871585249901,0.6031292676925659,0.3609398603439331,-0.03610178083181381,0.5908207297325134,0.2784162759780884,-0.0328335240483284,0.5665374398231506,0.3778716027736664,-0.0033631285186856985,0.5590306520462036,0.2895633578300476,-0.0343635231256485,0.5501769781112671,0.3857932388782501,-0.051053937524557114,0.5558347105979919,0.42738696932792664,-0.058823950588703156,0.5241419076919556,0.37976571917533875,-0.000240609617321752,0.5164540410041809,0.298216849565506,-0.03160085901618004,0.5160240530967712,0.4168526828289032,-0.040006134659051895,0.5257553458213806,0.43812963366508484,-0.04103923216462135,0.48561951518058777,0.38834673166275024,-0.0029827430844306946,0.4771985411643982,0.31855133175849915,-0.03861842676997185,0.47880983352661133,0.43002820014953613,-0.03080056607723236,0.48741215467453003,0.4537200629711151,-0.01772070676088333,0.44578486680984497,0.39255455136299133,-0.00747087923809886,0.4437195062637329,0.34770500659942627,-0.028342003002762794,0.44797319173812866,0.4183252453804016,-0.02053024433553219,0.4525866210460663,0.43899327516555786,-0.009977907873690128
A,0.4753130376338959,0.653648853302002,-5.332158892201733e-08,0.5379243493080139,0.628889799118042,-0.03661762923002243,0.591215193271637,0.5134832859039307,-0.04472512751817703,0.600519061088562,0.38128894567489624,-0.047404948621988297,0.6081767678260803,0.29757702350616455,-0.0427589938044548,0.571768045425415,0.40745121240615845,-0.010744905099272728,0.5654487609863281,0.3304389715194702,-0.03554031252861023,0.5519810914993286,0.4159529209136963,-0.04471339285373688,0.5568901896476746,0.44233807921409607,-0.04790376126766205,0.5290027260780334,0.4041564464569092,0.0002842984104063362,0.5228608846664429,0.3484463095664978,-0.023743340745568275,0.5159600973129272,0.45662635564804077,-0.027603810653090477,0.5284099578857422,0.4599442780017853,-0.025863992050290108,0.4906841516494751,0.4161134362220764,0.004703763406723738,0.4823424816131592,0.37276095151901245,-0.022840488702058792,0.48286721110343933,0.47131356596946716,-0.0164094977080822,0.49475860595703125,0.4763142466545105,-0.006090282462537289,0.45657479763031006,0.42256802320480347,0.00642170337960124,0.45322296023368835,0.3965415954589844,-0.010043536312878132,0.4537816643714905,0.4532073438167572,-0.005440677981823683,0.4591573476791382,0.4544689953327179,0.0017184369498863816
A,0.5766165852546692,0.7567722797393799,-9.669386713540007e-08,0.6377215385437012,0.7118483781814575,-0.03670109063386917,0.690316915512085,0.5840938687324524,-0.041541412472724915,0.7000617384910583,0.44950851798057556,-0.04046108201146126,0.6994569897651672,0.3587213456630707,-0.030340731143951416,0.6584755182266235,0.468269944190979,-0.003855429356917739,0.6582244634628296,0.39826276898384094,-0.03074312023818493,0.6482371091842651,0.4972081482410431,-0.043315574526786804,0.64930659532547,0.508915901184082,-0.04828241840004921,0.6112857460975647,0.4748401641845703,0.006972806062549353,0.6157332062721252,0.42209845781326294,-0.019822170957922935,0.6154916882514954,0.5434436798095703,-0.028665095567703247,0.6223737001419067,0.5313872694969177,-0.02953500673174858,0.5722055435180664,0.49631232023239136,0.010733680799603462,0.5727295875549316,0.45171529054641724,-0.02156280167400837,0.5798514485359192,0.5643223524093628,-0.01854964904487133,0.5854679942131042,0.552102267742157,-0.009351170621812344,0.5364474654197693,0.5039730072021484,0.012068907730281353,0.5430627465248108,0.4898446798324585,-0.006151637993752956,0.5488666296005249,0.5571281313896179,-0.0009700392838567495,0.5477832555770874,0.5495843291282654,0.007085695397108793
A,0.5703134536743164,0.7670199871063232,6.015143583226745e-08,0.6485337615013123,0.7133712768554688,-0.02465447224676609,0.7093551158905029,0.6405748724937439,-0.02807493880391121,0.7212133407592773,0.5216611623764038,-0.030064014717936516,0.6942309141159058,0.44138211011886597,-0.02495213784277439,0.6708968877792358,0.5150083899497986,0.024497490376234055,0.6726018190383911,0.4313793480396271,0.003906297497451305,0.6641677618026733,0.5165792107582092,-0.008199263364076614,0.6672579646110535,0.5490081906318665,-0.012255977839231491,0.6308376789093018,0.5132275819778442,0.030168794095516205,0.6304799914360046,0.4389122724533081,0.006726640742272139,0.624642014503479,0.5540615320205688,-0.004135935101658106,0.6348176598548889,0.5667096376419067,-0.004970526788383722,0.593837320804596,0.5203157663345337,0.029231896623969078,0.5897440910339355,0.45839107036590576,7.463630026904866e-05,0.5880921483039856,0.5671592354774475,0.0028618196956813335,0.5963826775550842,0.5847697854042053,0.01384663488715887,0.5523632168769836,0.5204675197601318,0.026802273467183113,0.5564913153648376,0.47735899686813354,0.014837907627224922,0.5587939023971558,0.5420490503311157,0.02446315437555313,0.5608065724372864,0.5577369928359985,0.036689795553684235
A,0.5516331791877747,0.7672255039215088,-3.44178445743637e-08,0.6268517374992371,0.7447600364685059,-0.02805033139884472,0.6877939701080322,0.6487494707107544,-0.031535740941762924,0.6979804039001465,0.5150244235992432,-0.03153678774833679,0.687006950378418,0.4302107095718384,-0.02447821944952011,0.6569933295249939,0.5277941226959229,0.0017848438583314419,0.6537642478942871,0.441707968711853,-0.024314163252711296,0.6421079039573669,0.5334564447402954,-0.0376654751598835,0.6471518874168396,0.5700061917304993,-0.04349673539400101,0.6141200661659241,0.5216115713119507,0.007196448743343353,0.6148542165756226,0.44787099957466125,-0.019795052707195282,0.6102367043495178,0.5654861330986023,-0.02844725362956524,0.6201354265213013,0.5838494896888733,-0.029274221509695053,0.57573401927948,0.5266596078872681,0.006401240359991789,0.5731010437011719,0.4639365077018738,-0.02768549695611,0.5715063810348511,0.5784744024276733,-0.022527985274791718,0.57977294921875,0.6017924547195435,-0.010426281951367855,0.5349708795547485,0.5236319899559021,0.003934940788894892,0.5400606989860535,0.48094654083251953,-0.016943108290433884,0.5409924983978271,0.5531948804855347,-0.01039996650069952,0.5435298085212708,0.5731979012489319,-0.0001949433353729546
A,0.5312328934669495,0.7660037875175476,-3.6495308108897007e-08,0.593498706817627,0.7310607433319092,-0.028011903166770935,0.6506856083869934,0.6368193030357361,-0.03598324954509735,0.6581739187240601,0.5111169219017029,-0.040998153388500214,0.6372824907302856,0.4309329390525818,-0.038792114704847336,0.6235749125480652,0.5166335105895996,-0.0010255768429487944,0.6263231635093689,0.44048386812210083,-0.02664550021290779,0.6174082159996033,0.5264008045196533,-0.03642204776406288,0.6193267107009888,0.5519108176231384,-0.03960730507969856,0.586351752281189,0.513770580291748,0.0027855827938765287,0.5902900099754333,0.4411030411720276,-0.02658364363014698,0.5848028659820557,0.5578532218933105,-0.031655341386795044,0.59335857629776,0.5639504194259644,-0.028065191581845284,0.5508002638816833,0.5234072804450989,0.0006874598329886794,0.552049994468689,0.4706305265426636,-0.03547180816531181,0.5506414175033569,0.5796132683753967,-0.027100365608930588,0.5567507147789001,0.5850683450698853,-0.012039761990308762,0.5112188458442688,0.5288859009742737,-0.002975816372781992,0.5192108154296875,0.5001431703567505,-0.024610038846731186,0.521030604839325,0.5692222714424133,-0.01633923500776291,0.5210290551185608,0.573328971862793,-0.004661723505705595
A,0.5060021281242371,0.7666849493980408,-4.197146186157852e-09,0.566804826259613,0.714694082736969,-0.03155878931283951,0.619247317314148,0.6134457588195801,-0.03936519846320152,0.6249364018440247,0.49094071984291077,-0.043008025735616684,0.6054480075836182,0.41072165966033936,-0.03903745487332344,0.5807296633720398,0.4992739260196686,0.0001451936550438404,0.5791196227073669,0.43152934312820435,-0.024295557290315628,0.5720879435539246,0.5141676664352417,-0.03457162529230118,0.5735246539115906,0.5318893194198608,-0.037698566913604736,0.5406737923622131,0.502639889717102,0.006870778277516365,0.5407993197441101,0.4476771652698517,-0.018363511189818382,0.5392652153968811,0.558019757270813,-0.02435925230383873,0.5466611385345459,0.5537487864494324,-0.022688692435622215,0.5044984221458435,0.5176559686660767,0.007069980259984732,0.5017518997192383,0.4781428873538971,-0.02441905438899994,0.5060850381851196,0.5807797312736511,-0.018943093717098236,0.5130784511566162,0.5774683356285095,-0.007334205321967602,0.46619608998298645,0.5304086208343506,0.005272613372653723,0.47154712677001953,0.5067517757415771,-0.011239764280617237,0.4766537547111511,0.5684899091720581,-0.0030365390703082085,0.4759034812450409,0.5683321356773376,0.007529180031269789
A,0.6345763206481934,0.8182288408279419,-1.403692238000076e-07,0.7028217315673828,0.77712482213974,-0.025827758014202118,0.760670006275177,0.6628903150558472,-0.03277382254600525,0.7766656875610352,0.5390840768814087,-0.037083886563777924,0.7771040201187134,0.4517476260662079,-0.034429118037223816,0.7347157597541809,0.544113278388977,-0.01177335437387228,0.7426488399505615,0.48276984691619873,-0.03726469352841377,0.7285858988761902,0.5711469650268555,-0.04203294590115547,0.7254660725593567,0.593852698802948,-0.041620489209890366,0.6899251341819763,0.5324280858039856,-0.010823771357536316,0.6971064209938049,0.5090004205703735,-0.038066308945417404,0.6866180896759033,0.6191818714141846,-0.04136047139763832,0.6899682283401489,0.6131348609924316,-0.03964345157146454,0.6469131708145142,0.5442811250686646,-0.015132123604416847,0.6522704362869263,0.5270446538925171,-0.0501471571624279,0.6500697135925293,0.6331244111061096,-0.04436464235186577,0.6532008051872253,0.6277584433555603,-0.03387432545423508,0.6039316654205322,0.5587232112884521,-0.020720060914754868,0.6121243834495544,0.5458515882492065,-0.04378474876284599,0.6162024140357971,0.6149885058403015,-0.03900020197033882,0.6147944927215576,0.6160481572151184,-0.03117574006319046
A,0.5663262605667114,0.8800365328788757,-1.975479335669661e-08,0.6348875164985657,0.827712893486023,-0.03103962168097496,0.6907789707183838,0.7155119776725769,-0.03892036899924278,0.7050342559814453,0.5904480814933777,-0.04359431937336922,0.6970213055610657,0.5001546144485474,-0.040636781603097916,0.6637445092201233,0.5964138507843018,-0.0005119643756188452,0.6638312935829163,0.5266659259796143,-0.026517517864704132,0.6538406014442444,0.6142963767051697,-0.0365719348192215,0.6542118191719055,0.6298858523368835,-0.03982003033161163,0.6181535720825195,0.5918117761611938,0.004433569964021444,0.6214015483856201,0.5370791554450989,-0.021211177110671997,0.6154505610466003,0.6554728150367737,-0.026159590110182762,0.6232721209526062,0.6467868685722351,-0.02452327124774456,0.5755327939987183,0.6075259447097778,0.002516936743631959,0.575070321559906,0.5667310953140259,-0.029844719916582108,0.5778242945671082,0.6776401996612549,-0.023867225274443626,0.5826970934867859,0.6679813861846924,-0.012636237777769566,0.533389151096344,0.6186105012893677,-0.001596082584001124,0.5387892723083496,0.5984089374542236,-0.020555581897497177,0.5443586707115173,0.6640770435333252,-0.014107062481343746,0.543175995349884,0.6588909029960632,-0.0052039846777915955
A,0.6081977486610413,0.8049290776252747,-5.205859920920375e-08,0.6775793433189392,0.7511723637580872,-0.03568718209862709,0.7304168939590454,0.6385560035705566,-0.04963431879878044,0.7454838752746582,0.5165252089500427,-0.059282876551151276,0.7321412563323975,0.4263242781162262,-0.05995124205946922,0.6982937455177307,0.5046643018722534,-0.01815028302371502,0.698661744594574,0.44683629274368286,-0.04946305602788925,0.6905970573425293,0.5452455282211304,-0.05704931169748306,0.6903781890869141,0.5744035243988037,-0.05700705945491791,0.6566146612167358,0.5033361911773682,-0.012221530079841614,0.6595287919044495,0.4821888208389282,-0.04487014561891556,0.6569231748580933,0.5950223803520203,-0.04806002601981163,0.6653301119804382,0.5828316807746887,-0.04416396841406822,0.6177796721458435,0.519388735294342,-0.012856503948569298,0.6185007691383362,0.5193060040473938,-0.05047963932156563,0.6236491799354553,0.6168509125709534,-0.04489699378609657,0.6315616965293884,0.6016296744346619,-0.03336186707019806,0.5799552202224731,0.537748396396637,-0.016157938167452812,0.5881612300872803,0.557496964931488,-0.03974023088812828,0.593091607093811,0.6149778962135315,-0.036279965192079544,0.5918182730674744,0.6004253625869751,-0.028388312086462975
